dataset,model,CR_number,ER_number,CR,RR,ER,GACE,RI,MY_MEASURE
credit-g.arff,algorithm_mincov_5_threshold_0_6,1,0,"IF checking_status = {<0} AND duration >= 31.50 THEN class = bad (p=36, n=13, P=300, N=700)","IF credit_amount >= 10,331.50 THEN class = bad (p=22, n=14, P=300, N=700)","IF checking_status = {<0} AND duration >= 31.50 AND credit_amount >= 10,331.50 THEN class = good (p=3, n=1, P=700, N=300)",0.0010037447314277454,1.6660573456977052,0.3051923076923077
credit-g.arff,algorithm_mincov_5_threshold_0_6,2,0,"IF checking_status = {<0} AND credit_amount >= 4,802.50 THEN class = bad (p=33, n=17, P=300, N=700)","IF credit_amount >= 12,296.50 THEN class = bad (p=14, n=5, P=300, N=700)","IF checking_status = {<0} AND credit_amount >= 4,802.50 AND credit_amount >= 12,296.50 THEN class = good (p=2, n=1, P=700, N=300)",0.00047174490826226923,0.9465055511275824,0.25107843137254904
credit-g.arff,algorithm_mincov_5_threshold_0_6,3,0,"IF checking_status = {<0} AND duration >= 15.50 AND purpose = {new car} THEN class = bad (p=25, n=9, P=300, N=700)","IF credit_amount >= 9,569.00 THEN class = bad (p=27, n=17, P=300, N=700)","IF checking_status = {<0} AND duration >= 15.50 AND purpose = {new car} AND credit_amount >= 9,569.00 THEN class = good (p=1, n=0, P=700, N=300)",0.0031844691155992555,2.6236629553321693,0.3194444444444445
credit-g.arff,algorithm_mincov_5_threshold_0_6,4,0,"IF checking_status = {<0} AND duration >= 15.50 AND savings_status = {<100} THEN class = bad (p=82, n=48, P=300, N=700)","IF credit_amount >= 14,248.50 THEN class = bad (p=8, n=2, P=300, N=700)","IF checking_status = {<0} AND duration >= 15.50 AND savings_status = {<100} AND credit_amount >= 14,248.50 THEN class = good (p=1, n=0, P=700, N=300)",0.004737705839159834,1.7602160502440225,0.391875
credit-g.arff,algorithm_mincov_5_threshold_0_7,0,0,"IF credit_history = {all paid} AND other_payment_plans = {none} THEN class = bad (p=13, n=4, P=300, N=700)","IF credit_amount >= 10,918.00 THEN class = bad (p=22, n=9, P=300, N=700)","IF credit_history = {all paid} AND other_payment_plans = {none} AND credit_amount >= 10,918.00 THEN class = good (p=1, n=0, P=700, N=300)",0.002406845869045462,2.585263956408167,0.33416666666666667
credit-g.arff,algorithm_mincov_5_threshold_0_7,1,0,"IF checking_status = {<0} AND duration >= 31.50 THEN class = bad (p=36, n=13, P=300, N=700)","IF credit_amount >= 12,296.50 THEN class = bad (p=14, n=5, P=300, N=700)","IF checking_status = {<0} AND duration >= 31.50 AND credit_amount >= 12,296.50 THEN class = good (p=2, n=0, P=700, N=300)",0.005398883447829015,2.3607866886077584,0.34846153846153843
cylinder-bands.arff,algorithm_mincov_5_threshold_0_6,0,0,"IF press_speed <= 1,335.00 THEN class = band (p=20, n=6, P=228, N=312)","IF hardener <= 0.35 THEN class = band (p=12, n=1, P=228, N=312)","IF press_speed <= 1,335.00 AND hardener <= 0.35 THEN class = noband (p=1, n=0, P=312, N=228)",0.005041226706247621,2.2349728144721723,0.3355263157894737
cylinder-bands.arff,algorithm_mincov_5_threshold_0_6,1,0,"IF roller_durometer <= 28.00 THEN class = noband (p=10, n=1, P=312, N=228)","IF press_speed >= 1,735.00 THEN class = noband (p=186, n=123, P=312, N=228)","IF roller_durometer <= 28.00 AND press_speed >= 1,735.00 THEN class = band (p=1, n=0, P=228, N=312)",0.004294630636352289,4.19387348014918,0.516025641025641
cylinder-bands.arff,algorithm_mincov_5_threshold_0_7,0,0,"IF press_speed <= 1,335.00 THEN class = band (p=20, n=6, P=228, N=312)","IF hardener <= 0.35 THEN class = band (p=12, n=1, P=228, N=312)","IF press_speed <= 1,335.00 AND hardener <= 0.35 THEN class = noband (p=1, n=0, P=312, N=228)",0.005041226706247621,2.2349728144721723,0.3355263157894737
cylinder-bands.arff,algorithm_mincov_5_threshold_0_7,1,0,"IF roller_durometer <= 28.00 THEN class = noband (p=10, n=1, P=312, N=228)","IF ESA_Voltage >= 1.75 THEN class = noband (p=97, n=38, P=312, N=228)","IF roller_durometer <= 28.00 AND ESA_Voltage >= 1.75 THEN class = band (p=1, n=0, P=228, N=312)",0.004294630636352289,3.939564712511609,0.516025641025641
cylinder-bands.arff,algorithm_mincov_5_threshold_0_8,0,0,"IF roller_durometer <= 33.00 AND ink_pct <= 52.60 THEN class = noband (p=40, n=3, P=312, N=228)","IF humifity <= 64.00 THEN class = noband (p=11, n=2, P=312, N=228)","IF roller_durometer <= 33.00 AND ink_pct <= 52.60 AND humifity <= 64.00 THEN class = band (p=1, n=0, P=228, N=312)",0.009165088234272409,4.087600117722927,0.3974358974358974
diabetes.arff,algorithm_mincov_5_threshold_0_6,0,0,"IF mass >= 48.10 THEN class = tested_positive (p=12, n=2, P=268, N=500)","IF insu >= 452.50 THEN class = tested_positive (p=12, n=5, P=268, N=500)","IF mass >= 48.10 AND insu >= 452.50 THEN class = tested_negative (p=1, n=0, P=500, N=268)",0.0034260606072555795,3.31560400933064,0.39738805970149255
diabetes.arff,algorithm_mincov_5_threshold_0_6,1,0,"IF mass >= 30.25 AND pedi >= 0.51 AND plas >= 79.50 THEN class = tested_positive (p=103, n=65, P=268, N=500)","IF insu >= 479.00 THEN class = tested_positive (p=9, n=5, P=268, N=500)","IF mass >= 30.25 AND pedi >= 0.51 AND plas >= 79.50 AND insu >= 479.00 THEN class = tested_negative (p=4, n=2, P=500, N=268)",0.0005268172260995132,0.9576490043025696,0.37421546115575965
diabetes.arff,algorithm_mincov_5_threshold_0_7,0,0,"IF mass >= 48.10 THEN class = tested_positive (p=12, n=2, P=268, N=500)","IF insu >= 452.50 THEN class = tested_positive (p=12, n=5, P=268, N=500)","IF mass >= 48.10 AND insu >= 452.50 THEN class = tested_negative (p=1, n=0, P=500, N=268)",0.0034260606072555795,3.31560400933064,0.39738805970149255
ecoli.arff,algorithm_mincov_0_1_threshold_0_6,0,0,"IF alm1 <= 0.39 THEN class = cp (p=118, n=20, P=143, N=193)","IF alm1 <= 0.53 AND alm2 >= 0.47 THEN class = cp (p=22, n=9, P=143, N=193)","IF alm1 <= 0.39 AND alm1 <= 0.53 AND alm2 >= 0.47 THEN class = im (p=1, n=0, P=77, N=259)",0.03857604127973624,3.278286152259625,0.6750874125874127
ecoli.arff,algorithm_mincov_0_1_threshold_0_7,0,0,"IF alm1 <= 0.39 THEN class = cp (p=118, n=20, P=143, N=193)","IF alm1 <= 0.52 AND alm2 >= 0.48 THEN class = cp (p=21, n=8, P=143, N=193)","IF alm1 <= 0.39 AND alm1 <= 0.52 AND alm2 >= 0.48 THEN class = im (p=1, n=0, P=77, N=259)",0.03857604127973624,3.249364760039425,0.6750874125874127
horse-colic.arff,algorithm_mincov_5_threshold_0_6,0,0,"IF respiratory_rate >= 30.00 THEN class = yes (p=95, n=38, P=232, N=136)","IF rectal_temperature <= 37.30 THEN class = yes (p=22, n=11, P=232, N=136)","IF respiratory_rate >= 30.00 AND rectal_temperature <= 37.30 THEN class = no (p=7, n=4, P=136, N=232)",0.007166019954061287,1.1151064486478857,0.40988491998020127
kdd-synthetic-control.arff,algorithm_mincov_5_threshold_0_6,0,0,"IF col_40 >= 50.62 THEN class = Upward_shift (p=13, n=5, P=100, N=500)","IF col_34 >= 48.52 THEN class = Upward_shift (p=10, n=4, P=100, N=500)","IF col_40 >= 50.62 AND col_34 >= 48.52 THEN class = Increasing_trend (p=1, n=0, P=100, N=500)",0.01185610923966335,2.339007895803665,0.365
kdd-synthetic-control.arff,algorithm_mincov_5_threshold_0_6,1,0,"IF col_35 <= 10.18 THEN class = Downward_shift (p=9, n=2, P=100, N=500)","IF col_32 <= 12.17 THEN class = Downward_shift (p=10, n=4, P=100, N=500)","IF col_35 <= 10.18 AND col_32 <= 12.17 THEN class = Decreasing_trend (p=1, n=0, P=100, N=500)",0.010807378853409353,2.9526458213774913,0.42
kdd-synthetic-control.arff,algorithm_mincov_5_threshold_0_7,0,0,"IF col_40 >= 50.62 THEN class = Upward_shift (p=13, n=5, P=100, N=500)","IF col_34 >= 48.52 THEN class = Upward_shift (p=10, n=4, P=100, N=500)","IF col_40 >= 50.62 AND col_34 >= 48.52 THEN class = Increasing_trend (p=1, n=0, P=100, N=500)",0.01185610923966335,2.339007895803665,0.365
kdd-synthetic-control.arff,algorithm_mincov_5_threshold_0_7,1,0,"IF col_35 <= 10.18 THEN class = Downward_shift (p=9, n=2, P=100, N=500)","IF col_32 <= 12.17 THEN class = Downward_shift (p=10, n=4, P=100, N=500)","IF col_35 <= 10.18 AND col_32 <= 12.17 THEN class = Decreasing_trend (p=1, n=0, P=100, N=500)",0.010807378853409353,2.9526458213774913,0.42
mushroom.arff,algorithm_mincov_5_threshold_0_6,0,0,"IF gill-size = {n} THEN class = p (p=2224, n=288, P=3916, N=4208)","IF spore-print-color = {h} THEN class = p (p=1584, n=48, P=3916, N=4208)","IF gill-size = {n} AND spore-print-color = {h} THEN class = e (p=48, n=0, P=4208, N=3916)",0.03023190298394822,3.163543061756459,0.5756298944501193
mushroom.arff,algorithm_mincov_5_threshold_0_6,1,0,"IF odor = {n} THEN class = e (p=3408, n=120, P=4208, N=3916)","IF stalk-root = {c} THEN class = e (p=512, n=44, P=4208, N=3916)","IF odor = {n} AND stalk-root = {c} THEN class = p (p=8, n=0, P=3916, N=4208)",0.01823367320406558,4.9959029976219655,0.6716096324461344
mushroom.arff,algorithm_mincov_5_threshold_0_7,0,0,"IF gill-size = {n} THEN class = p (p=2224, n=288, P=3916, N=4208)","IF spore-print-color = {h} THEN class = p (p=1584, n=48, P=3916, N=4208)","IF gill-size = {n} AND spore-print-color = {h} THEN class = e (p=48, n=0, P=4208, N=3916)",0.03023190298394822,3.163543061756459,0.5756298944501193
mushroom.arff,algorithm_mincov_5_threshold_0_7,1,0,"IF odor = {n} THEN class = e (p=3408, n=120, P=4208, N=3916)","IF stalk-root = {c} THEN class = e (p=512, n=44, P=4208, N=3916)","IF odor = {n} AND stalk-root = {c} THEN class = p (p=8, n=0, P=3916, N=4208)",0.01823367320406558,4.9959029976219655,0.6716096324461344
mushroom.arff,algorithm_mincov_5_threshold_0_8,0,0,"IF gill-size = {n} THEN class = p (p=2224, n=288, P=3916, N=4208)","IF spore-print-color = {h} THEN class = p (p=1584, n=48, P=3916, N=4208)","IF gill-size = {n} AND spore-print-color = {h} THEN class = e (p=48, n=0, P=4208, N=3916)",0.03023190298394822,3.163543061756459,0.5756298944501193
mushroom.arff,algorithm_mincov_5_threshold_0_8,1,0,"IF odor = {n} THEN class = e (p=3408, n=120, P=4208, N=3916)","IF stalk-root = {c} THEN class = e (p=512, n=44, P=4208, N=3916)","IF odor = {n} AND stalk-root = {c} THEN class = p (p=8, n=0, P=3916, N=4208)",0.01823367320406558,4.9959029976219655,0.6716096324461344
mushroom.arff,algorithm_mincov_5_threshold_0_9,0,0,"IF gill-size = {n} AND gill-spacing = {c} THEN class = p (p=2112, n=144, P=3916, N=4208)","IF spore-print-color = {h} THEN class = p (p=1584, n=48, P=3916, N=4208)","IF gill-size = {n} AND gill-spacing = {c} AND spore-print-color = {h} THEN class = e (p=48, n=0, P=4208, N=3916)",0.03310297084732844,4.01438208476141,0.6029962546816479
