dataset,CR_number,CR,RR,ER,CR_vs_RR_p_value,ER_vs_CR_p_value,ER_vs_RR_p_value
friedman.arff,23,"IF Input4 >= 0.96 THEN class = {19.44} [16.14, 22.74] (p=25, n=11, P=395, N=805)","IF Input5 >= 0.90 THEN class = {17.41} [12.33, 22.49] (p=68, n=37, P=710, N=490)","IF Input4 >= 0.96 AND Input5 >= 0.90 THEN class = {24.19} [21.97, 26.41] (p=1, n=2, P=88, N=1112)",0.055838462940002415,0.018767507002801123,0.013218820014936522
friedman.arff,24,"IF Input4 <= 0.34 THEN class = {10.70} [6.45, 14.96] (p=263, n=126, P=562, N=638)","IF Input1 <= 0.02 THEN class = {9.19} [5.86, 12.52] (p=15, n=7, P=383, N=817)","IF Input4 <= 0.34 AND Input1 <= 0.02 THEN class = {5.73} [3.01, 8.45] (p=4, n=2, P=150, N=1050)",0.8326512378499417,0.0023528793652027157,0.0024124482328816694
friedman.arff,25,"IF Input4 >= 0.72 THEN class = {18.34} [14.26, 22.42] (p=238, n=111, P=569, N=631)","IF Input3 >= 0.95 THEN class = {18.59} [14.12, 23.06] (p=48, n=24, P=603, N=597)","IF Input4 >= 0.72 AND Input3 >= 0.95 THEN class = {23.19} [19.85, 26.53] (p=8, n=8, P=203, N=997)",0.19918337289368615,1.3195590609800825e-05,3.735573515034417e-06
friedman.arff,26,"IF Input4 >= 0.71 THEN class = {18.28} [14.17, 22.39] (p=250, n=117, P=577, N=623)","IF Input3 >= 0.95 THEN class = {18.59} [14.12, 23.06] (p=48, n=24, P=603, N=597)","IF Input4 >= 0.71 AND Input3 >= 0.95 THEN class = {23.19} [19.85, 26.53] (p=8, n=8, P=203, N=997)",0.225188674593506,1.1633256662728763e-05,3.735573515034417e-06
friedman.arff,27,"IF Input4 <= 0.35 THEN class = {10.75} [6.49, 15.02] (p=265, n=131, P=564, N=636)","IF Input1 <= 0.02 THEN class = {9.19} [5.86, 12.52] (p=15, n=7, P=383, N=817)","IF Input4 <= 0.35 AND Input1 <= 0.02 THEN class = {5.73} [3.01, 8.45] (p=4, n=2, P=150, N=1050)",0.7916986465435099,0.002180995618923021,0.0024124482328816694
friedman.arff,28,"IF Input1 <= 0.20 THEN class = {10.58} [6.57, 14.59] (p=163, n=81, P=517, N=683)","IF Input4 <= 0.01 THEN class = {7.76} [2.93, 12.59] (p=9, n=4, P=428, N=772)","IF Input1 <= 0.20 AND Input4 <= 0.01 THEN class = {2.91} [1.26, 4.56] (p=3, n=2, P=18, N=1182)",0.9272467191412112,1.540184163643435e-06,0.003108003108003108
friedman.arff,29,"IF Input4 <= 0.35 THEN class = {10.80} [6.52, 15.08] (p=268, n=133, P=569, N=631)","IF Input1 <= 0.02 THEN class = {9.19} [5.86, 12.52] (p=15, n=7, P=383, N=817)","IF Input4 <= 0.35 AND Input1 <= 0.02 THEN class = {5.73} [3.01, 8.45] (p=4, n=2, P=150, N=1050)",0.7547718347213144,0.0020541822149743793,0.0024124482328816694
friedman.arff,30,"IF Input4 >= 0.70 THEN class = {18.16} [13.98, 22.33] (p=254, n=121, P=588, N=612)","IF Input3 >= 0.95 THEN class = {18.59} [14.12, 23.06] (p=48, n=24, P=603, N=597)","IF Input4 >= 0.70 AND Input3 >= 0.95 THEN class = {23.19} [19.85, 26.53] (p=8, n=8, P=203, N=997)",0.3140339802529728,9.410796506679995e-06,3.735573515034417e-06
friedman.arff,31,"IF Input1 <= 0.22 THEN class = {10.62} [6.48, 14.75] (p=179, n=91, P=536, N=664)","IF Input4 <= 0.01 THEN class = {7.85} [3.18, 12.51] (p=9, n=5, P=421, N=779)","IF Input1 <= 0.22 AND Input4 <= 0.01 THEN class = {3.18} [1.55, 4.81] (p=4, n=2, P=23, N=1177)",0.6556820286432224,2.2533678676705175e-07,0.000666000666000666
friedman.arff,32,"IF Input4 <= 0.36 THEN class = {10.88} [6.57, 15.19] (p=270, n=137, P=576, N=624)","IF Input1 <= 0.02 THEN class = {9.19} [5.86, 12.52] (p=15, n=7, P=383, N=817)","IF Input4 <= 0.36 AND Input1 <= 0.02 THEN class = {5.73} [3.01, 8.45] (p=4, n=2, P=150, N=1050)",0.6963359034757937,0.0018780063605989593,0.0024124482328816694
friedman.arff,33,"IF Input4 >= 0.70 THEN class = {18.11} [13.94, 22.29] (p=257, n=125, P=590, N=610)","IF Input3 >= 0.97 THEN class = {18.12} [13.34, 22.91] (p=32, n=16, P=654, N=546)","IF Input4 >= 0.70 AND Input3 >= 0.97 THEN class = {23.03} [19.11, 26.95] (p=7, n=5, P=256, N=944)",0.05228004346823002,0.00034070339665866954,0.00010926130341414483
friedman.arff,34,"IF Input2 <= 0.11 THEN class = {10.47} [6.77, 14.17] (p=89, n=48, P=464, N=736)","IF Input4 <= 0.02 THEN class = {8.73} [4.16, 13.30] (p=19, n=9, P=473, N=727)","IF Input2 <= 0.11 AND Input4 <= 0.02 THEN class = {2.27} [0.96, 3.58] (p=2, n=0, P=13, N=1187)",0.11351463957558654,0.0012881064834693002,0.047619047619047616
friedman.arff,35,"IF Input1 <= 0.32 THEN class = {11.33} [7.07, 15.58] (p=246, n=118, P=592, N=608)","IF Input4 <= 0.01 THEN class = {7.85} [3.18, 12.51] (p=9, n=5, P=421, N=779)","IF Input1 <= 0.32 AND Input4 <= 0.01 THEN class = {3.18} [1.55, 4.81] (p=4, n=2, P=23, N=1177)",0.9089404910738683,8.314890194342413e-08,0.000666000666000666
friedman.arff,36,"IF Input4 <= 0.39 THEN class = {11.04} [6.68, 15.41] (p=294, n=146, P=601, N=599)","IF Input1 <= 0.02 THEN class = {9.19} [5.86, 12.52] (p=15, n=7, P=383, N=817)","IF Input4 <= 0.39 AND Input1 <= 0.02 THEN class = {5.73} [3.01, 8.45] (p=4, n=2, P=150, N=1050)",0.5842991335603651,0.0015265167227403076,0.0024124482328816694
friedman.arff,37,"IF Input4 >= 0.62 AND Input1 >= 0.38 AND Input2 >= 0.13 AND Input5 <= 0.92 AND Input3 <= 0.99 THEN class = {19.64} [16.35, 22.93] (p=187, n=75, P=387, N=813)","IF Input3 >= 0.98 THEN class = {19.15} [14.92, 23.38] (p=12, n=6, P=523, N=677)","IF Input4 >= 0.62 AND Input1 >= 0.38 AND Input2 >= 0.13 AND Input5 <= 0.92 AND Input3 <= 0.99 AND Input3 >= 0.98 THEN class = {23.94} [22.60, 25.27] (p=2, n=1, P=57, N=1143)",0.06528805104964652,0.013434709538947496,0.02696078431372549
friedman.arff,38,"IF Input2 <= 0.25 AND Input4 <= 0.42 THEN class = {8.22} [5.22, 11.23] (p=93, n=38, P=298, N=902)","IF Input1 <= 0.02 THEN class = {8.84} [4.93, 12.74] (p=25, n=11, P=422, N=778)","IF Input2 <= 0.25 AND Input4 <= 0.42 AND Input1 <= 0.02 THEN class = {4.10} [1.78, 6.43] (p=4, n=1, P=65, N=1135)",0.10138953212536131,0.003229218491920986,0.004079662167897462
friedman.arff,39,"IF Input4 <= 0.39 THEN class = {11.07} [6.72, 15.42] (p=297, n=150, P=599, N=601)","IF Input1 <= 0.02 THEN class = {9.19} [5.86, 12.52] (p=15, n=7, P=383, N=817)","IF Input4 <= 0.39 AND Input1 <= 0.02 THEN class = {5.73} [3.01, 8.45] (p=4, n=2, P=150, N=1050)",0.559951655529342,0.0014090040390290525,0.0024124482328816694
friedman.arff,40,"IF Input4 <= 0.40 THEN class = {11.15} [6.77, 15.52] (p=305, n=155, P=603, N=597)","IF Input1 <= 0.02 THEN class = {9.19} [5.86, 12.52] (p=15, n=7, P=383, N=817)","IF Input4 <= 0.40 AND Input1 <= 0.02 THEN class = {5.73} [3.01, 8.45] (p=4, n=2, P=150, N=1050)",0.5127608208603233,0.0012399860378274673,0.0024124482328816694
friedman.arff,41,"IF Input1 <= 0.39 AND Input4 <= 0.62 AND Input3 <= 0.89 THEN class = {9.58} [5.92, 13.24] (p=184, n=73, P=433, N=767)","IF Input4 <= 0.01 THEN class = {7.85} [3.18, 12.51] (p=9, n=5, P=421, N=779)","IF Input1 <= 0.39 AND Input4 <= 0.62 AND Input3 <= 0.89 AND Input4 <= 0.01 THEN class = {3.18} [1.55, 4.81] (p=4, n=2, P=23, N=1177)",0.19690784699283806,8.228760937811954e-07,0.000666000666000666
friedman.arff,42,"IF Input4 >= 0.55 AND Input1 >= 0.39 AND Input2 >= 0.41 THEN class = {20.86} [17.89, 23.82] (p=150, n=68, P=299, N=901)","IF Input3 <= 0.01 THEN class = {20.94} [16.84, 25.03] (p=5, n=4, P=377, N=823)","IF Input4 >= 0.55 AND Input1 >= 0.39 AND Input2 >= 0.41 AND Input3 <= 0.01 THEN class = {25.11} [23.68, 26.54] (p=1, n=2, P=36, N=1164)",0.20901470751268253,0.0065237202703908835,0.047619047619047616
friedman.arff,43,"IF Input4 <= 0.43 THEN class = {11.29} [6.88, 15.71] (p=319, n=167, P=610, N=590)","IF Input1 <= 0.01 THEN class = {8.99} [5.27, 12.71] (p=9, n=4, P=415, N=785)","IF Input4 <= 0.43 AND Input1 <= 0.01 THEN class = {5.10} [2.42, 7.78] (p=3, n=1, P=121, N=1079)",0.6755727496036599,0.004494409398673917,0.011188811188811189
friedman.arff,44,"IF Input4 <= 0.47 AND Input2 <= 0.39 THEN class = {9.27} [5.67, 12.86] (p=166, n=63, P=410, N=790)","IF Input1 <= 0.02 THEN class = {8.84} [4.93, 12.74] (p=25, n=11, P=422, N=778)","IF Input4 <= 0.47 AND Input2 <= 0.39 AND Input1 <= 0.02 THEN class = {4.80} [2.53, 7.08] (p=3, n=4, P=93, N=1107)",0.49055006071027574,0.0006662588838972581,0.0014420773196864277
friedman.arff,45,"IF Input4 <= 0.47 AND Input2 <= 0.50 AND Input1 <= 0.97 AND Input3 <= 0.92 THEN class = {9.35} [5.71, 12.98] (p=183, n=79, P=417, N=783)","IF Input2 <= 0.01 THEN class = {8.66} [5.63, 11.70] (p=5, n=3, P=316, N=884)","IF Input4 <= 0.47 AND Input2 <= 0.50 AND Input1 <= 0.97 AND Input3 <= 0.92 AND Input2 <= 0.01 THEN class = {5.47} [5.01, 5.93] (p=2, n=1, P=26, N=1174)",0.330864364812412,0.022007815821977444,0.03571428571428571
friedman.arff,46,"IF Input4 <= 0.47 AND Input3 <= 0.87 THEN class = {10.95} [6.73, 15.17] (p=313, n=151, P=569, N=631)","IF Input2 <= 0.01 THEN class = {8.66} [5.63, 11.70] (p=5, n=3, P=316, N=884)","IF Input4 <= 0.47 AND Input3 <= 0.87 AND Input2 <= 0.01 THEN class = {5.47} [5.01, 5.93] (p=2, n=1, P=26, N=1174)",0.8510686880028652,0.006479481641468682,0.03571428571428571
friedman.arff,47,"IF Input4 >= 0.48 AND Input1 >= 0.51 THEN class = {18.78} [14.91, 22.66] (p=254, n=112, P=507, N=693)","IF Input3 <= 0.02 THEN class = {18.33} [12.99, 23.67] (p=12, n=7, P=693, N=507)","IF Input4 >= 0.48 AND Input1 >= 0.51 AND Input3 <= 0.02 THEN class = {23.79} [21.62, 25.96] (p=3, n=2, P=105, N=1095)",0.06982048132133736,0.0017896346761373,0.007223942208462332
kidney.arff,0,"IF age <= 45.50 AND age >= 25.00 THEN class = {0.96} [0.48, 1.44] (p=24, n=4, P=44, N=32)","IF age <= 29.00 THEN class = {1.43} [0.77, 2.10] (p=6, n=6, P=38, N=38)","IF age <= 45.50 AND age >= 25.00 AND age <= 29.00 THEN class = {2.30} [2.30, 2.30] (p=2, n=0, P=2, N=74)",0.09168894332839637,0.021774474920213796,0.036367703731599296
laser.arff,0,"IF Input4 >= 164.50 AND Input1 <= 90.50 THEN class = {88.00} [37.71, 138.29] (p=12, n=1, P=501, N=492)","IF Input3 <= 86.50 THEN class = {65.17} [14.29, 116.05] (p=520, n=241, P=736, N=257)","IF Input4 >= 164.50 AND Input1 <= 90.50 AND Input3 <= 86.50 THEN class = {146.50} [95.17, 197.83] (p=3, n=1, P=187, N=806)",0.4971841351329108,0.002797202797202797,0.011137653518031185
laser.arff,1,"IF Input4 >= 164.50 AND Input1 <= 174.00 AND Input4 <= 206.50 THEN class = {99.39} [56.09, 142.69] (p=27, n=4, P=334, N=659)","IF Input2 <= 7.50 THEN class = {100.57} [19.66, 181.48] (p=15, n=13, P=772, N=221)","IF Input4 >= 164.50 AND Input1 <= 174.00 AND Input4 <= 206.50 AND Input2 <= 7.50 THEN class = {182.25} [134.50, 230.00] (p=2, n=2, P=84, N=909)",0.4279203687203442,0.005104308558404187,0.038606243403359275
laser.arff,2,"IF Input1 >= 44.50 AND Input2 <= 44.50 AND Input3 <= 153.50 AND Input3 >= 8.00 AND Input4 <= 95.50 THEN class = {115.25} [74.13, 156.36] (p=129, n=37, P=253, N=740)","IF Input2 <= 9.50 THEN class = {113.52} [32.42, 194.63] (p=25, n=23, P=613, N=380)","IF Input1 >= 44.50 AND Input2 <= 44.50 AND Input3 <= 153.50 AND Input3 >= 8.00 AND Input4 <= 95.50 AND Input2 <= 9.50 THEN class = {203.44} [168.87, 238.02] (p=7, n=2, P=33, N=960)",0.05032086583593913,2.603992584046771e-06,0.0002956829879414884
pbc.arff,0,"IF Z8 >= 13.90 THEN class = {811.41} [172.74, 1,450.07] (p=17, n=5, P=159, N=259)","IF Z9 <= 200.50 THEN class = {1,414.19} [73.71, 2,754.67] (p=16, n=5, P=320, N=98)","IF Z8 >= 13.90 AND Z9 <= 200.50 THEN class = {59.00} [41.00, 77.00] (p=2, n=0, P=6, N=412)",0.255140625810503,0.008658008658008658,0.01904761904761905
pbc.arff,1,"IF Z11 <= 17.50 THEN class = {2,644.38} [1,944.53, 3,344.22] (p=12, n=4, P=131, N=287)","IF Z2 <= 46.50 THEN class = {1,999.96} [911.88, 3,088.05] (p=104, n=52, P=271, N=147)","IF Z11 <= 17.50 AND Z2 <= 46.50 THEN class = {3,487.25} [2,969.43, 4,005.07] (p=2, n=2, P=55, N=363)",0.05029043354830208,0.004395604395604396,0.009138536350442466
pbc.arff,2,"IF Z16 <= 10.35 AND Z8 <= 3.95 AND Z10 <= 3.79 AND Z16 >= 9.45 THEN class = {1,946.69} [1,210.87, 2,682.51] (p=82, n=24, P=197, N=221)","IF Z9 >= 449.00 THEN class = {1,856.65} [857.53, 2,855.77] (p=34, n=15, P=263, N=155)","IF Z16 <= 10.35 AND Z8 <= 3.95 AND Z10 <= 3.79 AND Z16 >= 9.45 AND Z9 >= 449.00 THEN class = {2,933.17} [1,889.99, 3,976.35] (p=4, n=2, P=165, N=253)",0.0790022244892701,0.030236508309034238,0.009129124696720838
pbc.arff,3,"IF Z11 >= 238.50 THEN class = {1,297.50} [371.03, 2,223.97] (p=15, n=3, P=233, N=185)","IF Z13 >= 199.95 THEN class = {1,696.37} [537.70, 2,855.04] (p=18, n=9, P=298, N=120)","IF Z11 >= 238.50 AND Z13 >= 199.95 THEN class = {197.50} [131.00, 264.00] (p=2, n=0, P=14, N=404)",0.2042660344349192,0.013071895424836602,0.03418803418803419
pbc.arff,4,"IF Z11 <= 35.50 AND Z9 >= 229.00 THEN class = {2,559.91} [1,758.19, 3,361.63] (p=26, n=8, P=153, N=265)","IF Z15 >= 386.50 THEN class = {2,103.51} [882.37, 3,324.65] (p=26, n=15, P=289, N=129)","IF Z11 <= 35.50 AND Z9 >= 229.00 AND Z15 >= 386.50 THEN class = {3,491.00} [2,910.31, 4,071.69] (p=3, n=2, P=61, N=357)",0.07810784913318501,0.003658501523776666,0.0042727629377180085
pbc.arff,5,"IF Z16 <= 10.65 AND Z9 <= 333.00 AND Z8 <= 3.95 AND Z2 >= 31.00 THEN class = {2,248.89} [1,380.83, 3,116.95] (p=64, n=18, P=196, N=222)","IF Z2 <= 32.50 THEN class = {2,259.38} [1,204.62, 3,314.15] (p=9, n=4, P=241, N=177)","IF Z16 <= 10.65 AND Z9 <= 333.00 AND Z8 <= 3.95 AND Z2 >= 31.00 AND Z2 <= 32.50 THEN class = {4,111.50} [4,039.00, 4,184.00] (p=2, n=0, P=6, N=412)",0.16331778362157723,0.02714437816045141,0.02564102564102564
pbc.arff,6,"IF Z8 >= 3.55 THEN class = {1,115.57} [297.09, 1,934.06] (p=69, n=29, P=209, N=209)","IF Z9 <= 182.50 THEN class = {1,637.85} [85.67, 3,190.02] (p=8, n=5, P=350, N=68)","IF Z8 >= 3.55 AND Z9 <= 182.50 THEN class = {83.00} [46.01, 119.99] (p=1, n=2, P=6, N=412)",0.09816126013443119,0.006688841922291808,0.006993006993006993
pbc.arff,7,"IF Z11 <= 69.50 AND Z10 >= 3.60 THEN class = {2,603.62} [1,705.04, 3,502.20] (p=57, n=27, P=167, N=251)","IF Z12 >= 5,348.00 THEN class = {2,781.40} [1,244.54, 4,318.26] (p=12, n=13, P=277, N=141)","IF Z11 <= 69.50 AND Z10 >= 3.60 AND Z12 >= 5,348.00 THEN class = {4,521.67} [4,497.11, 4,546.22] (p=2, n=1, P=3, N=415)",0.9646993835074646,0.003539552038995983,0.0034782608695652175
pbc.arff,8,"IF Z11 <= 69.50 AND Z13 <= 135.93 AND Z10 >= 3.33 AND Z2 >= 41.50 THEN class = {2,599.42} [1,731.72, 3,467.12] (p=61, n=23, P=163, N=255)","IF Z12 >= 5,348.00 THEN class = {2,781.40} [1,244.54, 4,318.26] (p=12, n=13, P=277, N=141)","IF Z11 <= 69.50 AND Z13 <= 135.93 AND Z10 >= 3.33 AND Z2 >= 41.50 AND Z12 >= 5,348.00 THEN class = {4,521.67} [4,497.11, 4,546.22] (p=2, n=1, P=3, N=415)",0.9903696499964608,0.003539552038995983,0.0034782608695652175
pbc.arff,9,"IF Z16 <= 10.95 AND Z16 >= 10.75 THEN class = {1,586.97} [724.08, 2,449.85] (p=26, n=5, P=238, N=180)","IF Z15 >= 381.50 THEN class = {2,060.82} [855.03, 3,266.61] (p=28, n=16, P=289, N=129)","IF Z16 <= 10.95 AND Z16 >= 10.75 AND Z15 >= 381.50 THEN class = {3,866.00} [3,707.00, 4,025.00] (p=2, n=0, P=11, N=407)",0.0528713176887083,0.004301075268817204,0.02536997885835095
pbc.arff,10,"IF D = {0} THEN class = {2,256.60} [1,258.30, 3,254.90] (p=172, n=85, P=228, N=190)","IF Z12 >= 5,348.00 THEN class = {2,781.40} [1,244.54, 4,318.26] (p=12, n=13, P=277, N=141)","IF D = {0} AND Z12 >= 5,348.00 THEN class = {4,486.75} [4,446.99, 4,526.51] (p=6, n=2, P=6, N=412)",0.46844831452725033,1.8267058433453094e-06,1.8491551672329704e-06
plastic.arff,0,"IF Strength <= 22.25 AND Strength >= 21.85 THEN class = {16.44} [13.82, 19.07] (p=18, n=9, P=825, N=825)","IF Temperature >= 225.00 THEN class = {15.00} [11.58, 18.42] (p=800, n=400, P=1100, N=550)","IF Strength <= 22.25 AND Strength >= 21.85 AND Temperature >= 225.00 THEN class = {19.33} [18.39, 20.28] (p=6, n=3, P=275, N=1375)",0.9581894855138727,6.391480128680907e-05,0.00013438432929909725
plastic.arff,1,"IF Strength <= 24.00 AND Strength >= 23.75 THEN class = {16.44} [13.82, 19.07] (p=6, n=3, P=825, N=825)","IF Temperature >= 225.00 THEN class = {15.00} [11.58, 18.42] (p=800, n=400, P=1100, N=550)","IF Strength <= 24.00 AND Strength >= 23.75 AND Temperature >= 225.00 THEN class = {19.33} [18.39, 20.28] (p=2, n=1, P=275, N=1375)",0.9923740126642316,0.03564948854888944,0.027921311958900148
plastic.arff,2,"IF Strength <= 24.25 AND Temperature >= 205.00 AND Strength >= 23.85 THEN class = {16.44} [13.82, 19.07] (p=18, n=9, P=825, N=825)","IF Temperature >= 235.00 THEN class = {15.00} [11.58, 18.42] (p=700, n=350, P=1100, N=550)","IF Strength <= 24.25 AND Temperature >= 205.00 AND Strength >= 23.85 AND Temperature >= 235.00 THEN class = {19.33} [18.39, 20.28] (p=6, n=3, P=275, N=1375)",0.9522253770804685,6.391480128680907e-05,0.0001334262801702439
plastic.arff,3,"IF Strength <= 24.35 AND Strength >= 18.15 AND Temperature <= 205.00 THEN class = {13.85} [11.36, 16.34] (p=61, n=19, P=825, N=825)","IF Strength >= 23.10 THEN class = {14.39} [11.05, 17.74] (p=702, n=617, P=825, N=825)","IF Strength <= 24.35 AND Strength >= 18.15 AND Temperature <= 205.00 AND Strength >= 23.10 THEN class = {11.00} [9.75, 12.25] (p=13, n=1, P=550, N=1100)",0.6831148356206189,1.6675569559609656e-06,8.256834132278233e-05
plastic.arff,4,"IF Strength <= 24.35 AND Strength >= 18.15 AND Temperature >= 205.00 AND Strength >= 22.55 THEN class = {16.57} [13.96, 19.19] (p=62, n=32, P=825, N=825)","IF Temperature >= 235.00 THEN class = {15.00} [11.58, 18.42] (p=700, n=350, P=1100, N=550)","IF Strength <= 24.35 AND Strength >= 18.15 AND Temperature >= 205.00 AND Strength >= 22.55 AND Temperature >= 235.00 THEN class = {19.31} [18.36, 20.26] (p=19, n=10, P=275, N=1375)",0.24066558837534024,5.1158807601247055e-12,5.658536508703352e-12
plastic.arff,5,"IF Strength <= 24.55 AND Strength >= 24.45 THEN class = {16.44} [13.82, 19.07] (p=6, n=3, P=825, N=825)","IF Temperature >= 225.00 THEN class = {15.00} [11.58, 18.42] (p=800, n=400, P=1100, N=550)","IF Strength <= 24.55 AND Strength >= 24.45 AND Temperature >= 225.00 THEN class = {19.33} [18.39, 20.28] (p=2, n=1, P=275, N=1375)",0.9923740126642316,0.03564948854888944,0.027921311958900148
plastic.arff,6,"IF Strength >= 35.10 AND Strength <= 42.15 AND Temperature >= 255.00 AND Strength <= 35.60 THEN class = {15.00} [12.00, 18.00] (p=16, n=4, P=1100, N=550)","IF Temperature <= 265.00 THEN class = {15.00} [11.58, 18.42] (p=700, n=350, P=1100, N=550)","IF Strength >= 35.10 AND Strength <= 42.15 AND Temperature >= 255.00 AND Strength <= 35.60 AND Temperature <= 265.00 THEN class = {11.00} [10.00, 12.00] (p=4, n=0, P=550, N=1100)",0.2539850034738633,0.0046175226425637286,0.01904347599797174
plastic.arff,7,"IF Strength >= 34.35 AND Strength <= 42.15 AND Temperature >= 285.00 AND Strength <= 40.55 AND Strength >= 34.45 THEN class = {16.22} [13.87, 18.57] (p=113, n=32, P=825, N=825)","IF Strength <= 34.65 THEN class = {15.74} [12.41, 19.07] (p=627, n=551, P=825, N=825)","IF Strength >= 34.35 AND Strength <= 42.15 AND Temperature >= 285.00 AND Strength <= 40.55 AND Strength >= 34.45 AND Strength <= 34.65 THEN class = {19.20} [18.22, 20.18] (p=3, n=2, P=275, N=1375)",0.4398606435464747,0.003899925733663981,0.015532199875900385
plastic.arff,8,"IF Strength <= 25.40 AND Strength >= 18.15 AND Temperature <= 245.00 AND Strength >= 22.35 AND Strength >= 25.10 THEN class = {13.56} [10.93, 16.18] (p=6, n=3, P=825, N=825)","IF Temperature <= 215.00 THEN class = {15.00} [11.58, 18.42] (p=200, n=100, P=1100, N=550)","IF Strength <= 25.40 AND Strength >= 18.15 AND Temperature <= 245.00 AND Strength >= 22.35 AND Strength >= 25.10 AND Temperature <= 215.00 THEN class = {10.67} [9.72, 11.61] (p=2, n=1, P=275, N=1375)",0.9695383610149734,0.03564948854888944,0.0277080496981254
plastic.arff,9,"IF Strength >= 33.60 AND Strength <= 42.55 AND Temperature >= 285.00 THEN class = {15.58} [12.73, 18.43] (p=139, n=72, P=825, N=825)","IF Strength <= 34.25 THEN class = {15.77} [12.44, 19.09] (p=609, n=534, P=825, N=825)","IF Strength >= 33.60 AND Strength <= 42.55 AND Temperature >= 285.00 AND Strength <= 34.25 THEN class = {19.23} [18.26, 20.20] (p=8, n=5, P=275, N=1375)",0.05627664466456091,1.494338681291608e-06,8.309918798073079e-05
plastic.arff,10,"IF Strength <= 26.25 AND Temperature >= 215.00 AND Strength >= 25.85 THEN class = {16.44} [13.82, 19.07] (p=18, n=9, P=825, N=825)","IF Temperature >= 245.00 THEN class = {15.00} [11.58, 18.42] (p=600, n=300, P=1100, N=550)","IF Strength <= 26.25 AND Temperature >= 215.00 AND Strength >= 25.85 AND Temperature >= 245.00 THEN class = {19.33} [18.39, 20.28] (p=6, n=3, P=275, N=1375)",0.9442781054844925,6.391480128680907e-05,0.00013215637041303905
plastic.arff,11,"IF Strength <= 26.25 AND Strength >= 18.15 AND Temperature <= 215.00 THEN class = {14.12} [11.36, 16.88] (p=134, n=62, P=825, N=825)","IF Strength >= 25.10 THEN class = {14.27} [10.94, 17.60] (p=630, n=552, P=825, N=825)","IF Strength <= 26.25 AND Strength >= 18.15 AND Temperature <= 215.00 AND Strength >= 25.10 THEN class = {10.84} [9.66, 12.02] (p=18, n=1, P=550, N=1100)",0.32647756569135955,2.9556414094156817e-08,2.4657631726810945e-06
plastic.arff,12,"IF Strength <= 26.35 AND Temperature >= 215.00 AND Strength >= 24.55 THEN class = {16.57} [13.96, 19.19] (p=62, n=32, P=825, N=825)","IF Temperature >= 245.00 THEN class = {15.00} [11.58, 18.42] (p=600, n=300, P=1100, N=550)","IF Strength <= 26.35 AND Temperature >= 215.00 AND Strength >= 24.55 AND Temperature >= 245.00 THEN class = {19.31} [18.36, 20.26] (p=19, n=10, P=275, N=1375)",0.21883418716148595,5.1158807601247055e-12,5.064644624224084e-12
plastic.arff,13,"IF Strength >= 33.25 AND Temperature <= 285.00 AND Strength <= 33.75 THEN class = {13.45} [10.88, 16.03] (p=15, n=7, P=825, N=825)","IF Temperature <= 255.00 THEN class = {15.00} [11.58, 18.42] (p=600, n=300, P=1100, N=550)","IF Strength >= 33.25 AND Temperature <= 285.00 AND Strength <= 33.75 AND Temperature <= 255.00 THEN class = {10.57} [9.67, 11.47] (p=5, n=2, P=275, N=1375)",0.7826431742622788,0.0004064625229557355,0.0005793086498225122
plastic.arff,14,"IF Strength >= 33.10 AND Strength <= 42.55 AND Temperature >= 285.00 THEN class = {15.69} [12.80, 18.57] (p=141, n=76, P=825, N=825)","IF Strength <= 34.35 THEN class = {15.76} [12.43, 19.09] (p=612, n=537, P=825, N=825)","IF Strength >= 33.10 AND Strength <= 42.55 AND Temperature >= 285.00 AND Strength <= 34.35 THEN class = {19.24} [18.27, 20.21] (p=13, n=8, P=275, N=1375)",0.05448136686198407,1.3618988953420712e-09,4.763446847358128e-07
plastic.arff,15,"IF Strength >= 32.65 AND Strength <= 42.55 AND Temperature >= 285.00 THEN class = {15.78} [12.88, 18.69] (p=143, n=80, P=825, N=825)","IF Strength <= 34.55 THEN class = {15.75} [12.41, 19.08] (p=621, n=545, P=825, N=825)","IF Strength >= 32.65 AND Strength <= 42.55 AND Temperature >= 285.00 AND Strength <= 34.55 THEN class = {19.13} [18.02, 20.25] (p=18, n=12, P=275, N=1375)",0.057672824992436,3.4190395626510244e-12,4.5591975961764046e-09
plastic.arff,16,"IF Strength >= 32.45 AND Strength <= 42.55 AND Temperature >= 255.00 AND Strength <= 39.60 AND Temperature >= 275.00 THEN class = {16.36} [13.76, 18.97] (p=167, n=70, P=825, N=825)","IF Strength <= 32.65 THEN class = {15.85} [12.54, 19.16] (p=552, n=477, P=825, N=825)","IF Strength >= 32.45 AND Strength <= 42.55 AND Temperature >= 255.00 AND Strength <= 39.60 AND Temperature >= 275.00 AND Strength <= 32.65 THEN class = {19.20} [18.22, 20.18] (p=3, n=2, P=275, N=1375)",0.15321607496679196,0.009936403609459377,0.01786443290494618
