dataset,model,thread_time,process_time,raw_time,liczba_regul,liczba_wyjatkow,srednia_dlugosc_reguly,suma_warunkow,avg_precision,avg_coverage,rmse_train,rmse_test,mae_train,mae_test
lowbwt.arff,RegressionRules,0.3924097789999905,0.4482964070000435,0.3924064636230469,11,0,4.909090909090909,54,0.79,0.6,460.9443309232918,507.61325093039017,362.1851552166317,398.84959867070626
lowbwt.arff,RegressionExceptionRules,1.4355613489999541,1.4360313609997775,1.435713768005371,11,0,4.909090909090909,54,0.79,0.6,460.9443309232918,507.61325093039017,362.1851552166317,398.84959867070626
lowbwt.arff,DecisionTreeRegressor,0.00845195099986995,0.008453823999843735,0.008451461791992188,20,0,4.45,89,0.0,0.0,350.36114530520877,506.67813319628567,259.5052724211815,391.54500265816046
machine.arff,RuleKit,0.05497903200011933,0.17286559499984833,0.06588220596313477,12,0,2.4166666666666665,29,0.91,0.72,54.62078092211101,168.3516509279832,29.861572406163745,73.05113047669448
machine.arff,RegressionRules,0.6444713710000087,0.6571011089999956,0.6444761753082275,14,0,4.714285714285714,66,0.88,0.67,58.673998628468794,199.4640376939031,34.74279146503317,81.09985139163129
machine.arff,RegressionExceptionRules,2.316609284999913,2.3178019140000288,2.3166751861572266,13,1,4.384615384615385,57,0.88,0.69,59.30733110120819,184.3024632279046,34.9387104397198,78.89857093356842
machine.arff,DecisionTreeRegressor,0.005437728000060815,0.005529750000050626,0.0054378509521484375,17,0,4.352941176470588,74,0.0,0.0,29.160143971782656,169.93500030522014,18.037794118616034,65.84183558945463
mbagrade.arff,RuleKit,0.012177616999906604,0.03444895300003736,0.01584005355834961,5,0,1.8,9,0.76,0.58,0.3128205482129182,0.34599268160165053,0.2500334178968506,0.26468921524411515
mbagrade.arff,RegressionRules,0.04050943099991855,0.0405191099998774,0.04050898551940918,6,0,3.8333333333333335,23,0.72,0.42,0.3114103829005001,0.3138561181755992,0.2488153154195158,0.22471103896641098
mbagrade.arff,RegressionExceptionRules,0.151173197999924,0.15121835500008274,0.15117192268371582,6,0,3.8333333333333335,23,0.72,0.42,0.3114103829005001,0.3138561181755992,0.2488153154195158,0.22471103896641098
mbagrade.arff,DecisionTreeRegressor,0.004676138999911927,0.004680998999901931,0.0046765804290771484,8,0,3.5,28,0.0,0.0,0.285277172178193,0.2541801516123638,0.217728231292517,0.20437894736842113
meta.arff,RuleKit,0.10771875399996134,1.147135574999993,0.6761982440948486,10,0,2.0,20,0.99,0.68,905.8769440213181,126.61801986278613,127.84959351159408,58.481544795278865
meta.arff,RegressionRules,2.073765147000131,2.0744206029999077,2.073908567428589,14,0,5.0,70,0.99,0.49,904.9686050054182,127.7739288178956,126.03410350163603,55.758226480988256
meta.arff,RegressionExceptionRules,7.989490680000017,7.992717968000079,7.9901344776153564,14,0,5.0,70,0.99,0.49,904.9686050054182,127.7739288178956,126.03410350163603,55.758226480988256
meta.arff,DecisionTreeRegressor,0.014484443999890573,0.014496126000040022,0.014484167098999023,11,0,4.181818181818182,46,0.0,0.0,829.7510324179698,367.665571367737,151.30266862750904,118.33053374497204
