dataset,model,thread_time,process_time,raw_time,liczba_regul,liczba_wyjatkow,srednia_dlugosc_reguly,suma_warunkow,avg_precision,avg_coverage,balanced_accuracy__train,accuracy__train,recall__train,precision__train,f1_score__train,balanced_accuracy__test,accuracy__test,recall__test,precision__test,f1_score__test
audiology.arff,algorithm_cer_with_exceptions_prediction_type_2,1.2112637989999993,1.2117348620000001,1.2114193439483643,35,0,2.342857142857143,82,0.97,0.7,0.8479166666666667,0.8987341772151899,0.8479166666666667,0.8790970933828077,0.8602934011801008,0.6440145502645502,0.7794117647058824,0.6101190476190477,0.597165991902834,0.5920349462999192
audiology.arff,algorithm_cer_with_exceptions_prediction_type_3,1.2112637989999993,1.2117348620000001,1.2114193439483643,35,0,2.342857142857143,82,0.97,0.7,0.8479166666666667,0.8987341772151899,0.8479166666666667,0.8790970933828077,0.8602934011801008,0.6440145502645502,0.7794117647058824,0.6101190476190477,0.597165991902834,0.5920349462999192
audiology.arff,decision_tree,0.03874144000000079,0.03968498900000128,0.03874015808105469,19,0,4.421052631578948,84,0.0,0.0,0.4440476190476191,0.7721518987341772,0.4440476190476191,0.3326414404145496,0.35962431762924374,0.3116732804232804,0.6176470588235294,0.26714852607709755,0.236002886002886,0.23128908128908124
auto-mpg.arff,algorithm_rulekit,0.08225004300000016,2.4791429309999984,0.4432823657989502,29,0,3.206896551724138,93,0.89,0.48,0.7489603481624757,0.8453237410071942,0.7489603481624757,0.8567029276246165,0.788991896537134,0.5724306796373502,0.7,0.5724306796373502,0.5789055870356683,0.5628505165507063
auto-mpg.arff,algorithm_cer,1.1642269550000002,1.2157763909999986,1.1642184257507324,27,0,3.3703703703703702,91,0.89,0.47,0.7418681495809155,0.841726618705036,0.7418681495809155,0.8542402066293585,0.782651281001116,0.562504136059824,0.7,0.562504136059824,0.5665784832451499,0.5476588193663877
auto-mpg.arff,algorithm_cer_with_exceptions_prediction_type_0,11.001886410000001,11.012306273,11.092257261276245,25,0,3.08,77,0.88,0.45,0.7489603481624757,0.8453237410071942,0.7489603481624757,0.8567029276246165,0.788991896537134,0.5446529018595725,0.6833333333333333,0.5446529018595725,0.5493933708567855,0.5398190817545656
auto-mpg.arff,algorithm_cer_with_exceptions_prediction_type_1,11.001886410000001,11.012306273,11.092257261276245,25,0,3.08,77,0.88,0.45,0.7489603481624757,0.8453237410071942,0.7489603481624757,0.8567029276246165,0.788991896537134,0.5446529018595725,0.6833333333333333,0.5446529018595725,0.5493933708567855,0.5398190817545656
auto-mpg.arff,algorithm_cer_with_exceptions_prediction_type_2,11.001886410000001,11.012306273,11.092257261276245,25,0,3.08,77,0.88,0.45,0.7489603481624757,0.8453237410071942,0.7489603481624757,0.8567029276246165,0.788991896537134,0.5446529018595725,0.6833333333333333,0.5446529018595725,0.5493933708567855,0.5398190817545656
auto-mpg.arff,algorithm_cer_with_exceptions_prediction_type_3,11.001886410000001,11.012306273,11.092257261276245,25,0,3.08,77,0.88,0.45,0.7489603481624757,0.8453237410071942,0.7489603481624757,0.8567029276246165,0.788991896537134,0.5446529018595725,0.6833333333333333,0.5446529018595725,0.5493933708567855,0.5398190817545656
auto-mpg.arff,decision_tree,0.007446542000000278,0.0074868279999975584,0.0074462890625,14,0,4.357142857142857,61,0.0,0.0,0.8659896840747905,0.89568345323741,0.8659896840747905,0.8504084481448442,0.8577717107369769,0.5984713122890609,0.725,0.5984713122890609,0.5977901894123361,0.5960338355029009
autos.arff,algorithm_rulekit,0.08855839100000296,3.137764693000001,0.38042521476745605,26,0,3.1923076923076925,83,0.92,0.47,0.9265472021504846,0.916083916083916,0.9265472021504846,0.9394883485309017,0.929619055866929,0.8331552706552706,0.7741935483870968,0.8331552706552706,0.8042328042328042,0.8055150196279227
autos.arff,algorithm_cer,1.4337849260000013,1.4343197849999996,1.4337868690490723,21,0,2.9523809523809526,62,0.94,0.46,0.8590618072510351,0.8531468531468531,0.8590618072510351,0.9032492997198881,0.8759494495472607,0.8146367521367521,0.7580645161290323,0.8146367521367521,0.8095725424672793,0.8004439143974027
autos.arff,algorithm_cer_with_exceptions_prediction_type_0,12.062917871999996,12.070301987999997,12.123129844665527,21,0,2.9047619047619047,61,0.93,0.46,0.8549967666006286,0.8461538461538461,0.8549967666006286,0.8991787412639475,0.8721914605635536,0.8018162393162394,0.7419354838709677,0.8018162393162394,0.7981690336953494,0.790504403004403
autos.arff,algorithm_cer_with_exceptions_prediction_type_1,12.062917871999996,12.070301987999997,12.123129844665527,21,0,2.9047619047619047,61,0.93,0.46,0.8549967666006286,0.8461538461538461,0.8549967666006286,0.8991787412639475,0.8721914605635536,0.8018162393162394,0.7419354838709677,0.8018162393162394,0.7981690336953494,0.790504403004403
autos.arff,algorithm_cer_with_exceptions_prediction_type_2,12.062917871999996,12.070301987999997,12.123129844665527,21,0,2.9047619047619047,61,0.93,0.46,0.8549967666006286,0.8461538461538461,0.8549967666006286,0.8991787412639475,0.8721914605635536,0.8018162393162394,0.7419354838709677,0.8018162393162394,0.7981690336953494,0.790504403004403
